Time	V1
1.0000000000000001e-005	0.0099999999999999967
2.0000000000000002e-005	0.019999999999999997
3.0000000000000004e-005	0.029999999999999999
4.0000000000000003e-005	0.039999999999999994
5.0000000000000002e-005	0.050000000000000003
6.0000000000000002e-005	0.059999999999999998
7.0000000000000007e-005	0.070000000000000007
8.0000000000000007e-005	0.080000000000000002
9.0000000000000006e-005	0.089999999999999997
0.0001	0.10000000000000001
0.00011	0.11
0.00012	0.12
0.00013000000000000002	0.12999999999999998
0.00014000000000000001	0.13999999999999999
0.00015000000000000001	0.14999999999999999
0.00016000000000000001	0.16
0.00017000000000000001	0.17000000000000001
0.00018000000000000001	0.17999999999999999
0.00019000000000000001	0.19000000000000003
0.00020000000000000001	0.20000000000000004
0.00021000000000000001	0.21000000000000005
0.00022000000000000001	0.22
0.00023000000000000001	0.22999999999999998
0.00024000000000000001	0.24000000000000005
0.00025000000000000001	0.25000000000000006
0.00026000000000000003	0.26000000000000012
0.00027000000000000006	0.27000000000000007
0.00028000000000000008	0.28000000000000008
0.00029000000000000011	0.29000000000000009
0.00030000000000000014	0.30000000000000016
0.00031000000000000016	0.31000000000000011
0.00032000000000000019	0.32000000000000017
0.00033000000000000022	0.33000000000000013
0.00034000000000000024	0.34000000000000014
0.00035000000000000027	0.35000000000000014
0.00036000000000000029	0.36000000000000015
0.00037000000000000032	0.37000000000000016
0.00038000000000000035	0.38000000000000017
0.00039000000000000037	0.39000000000000012
0.0004000000000000004	0.40000000000000024
0.00041000000000000042	0.4100000000000002
0.00042000000000000045	0.42000000000000021
0.00043000000000000048	0.43000000000000022
0.0004400000000000005	0.44000000000000022
0.00045000000000000053	0.45000000000000023
0.00046000000000000056	0.46000000000000024
0.00047000000000000058	0.4700000000000002
0.00048000000000000061	0.48000000000000032
0.00049000000000000063	0.49000000000000027
0.00050000000000000066	0.50000000000000033
0.00051000000000000069	0.51000000000000045
0.00052000000000000071	0.52000000000000046
0.00053000000000000074	0.53000000000000047
0.00054000000000000077	0.54000000000000048
0.00055000000000000079	0.55000000000000049
0.00056000000000000082	0.5600000000000005
0.00057000000000000084	0.57000000000000051
0.00058000000000000087	0.58000000000000052
0.0005900000000000009	0.59000000000000052
0.00060000000000000092	0.60000000000000053
0.00061000000000000095	0.61000000000000076
0.00062000000000000098	0.62000000000000077
0.000630000000000001	0.63000000000000078
0.00064000000000000103	0.64000000000000068
